Dataset,method,Experiment,RMSE
10_lympho,datawig,1,0.4289 ± 0.0000
10_lympho,datawig,2,0.4311 ± 0.0022
10_lympho,datawig,3,0.4419 ± 0.0154
10_lympho,datawig,4,0.4457 ± 0.0149
10_lympho,datawig,5,0.4534 ± 0.0203
10_lympho,datawig,6,0.4528 ± 0.0186
10_lympho,datawig,7,0.4538 ± 0.0173
10_lympho,datawig,8,0.4655 ± 0.0349
10_lympho,datawig,9,0.4649 ± 0.0330
10_lympho,datawig,10,0.4599 ± 0.0348
10_lympho,datawig,11,0.4575 ± 0.0340
10_lympho,datawig,12,0.4581 ± 0.0326
10_lympho,datawig,13,0.4678 ± 0.0459
10_lympho,datawig,14,0.4657 ± 0.0449
10_lympho,datawig,15,0.4631 ± 0.0444
10_lympho,datawig,16,0.4612 ± 0.0436
10_lympho,datawig,17,0.4605 ± 0.0424
10_lympho,datawig,18,0.4576 ± 0.0429
10_lympho,datawig,19,0.4563 ± 0.0421
10_lympho,datawig,20,0.4589 ± 0.0425
10_lympho,datawig,21,0.4588 ± 0.0415
10_lympho,datawig,22,0.4630 ± 0.0448
10_lympho,datawig,23,0.4619 ± 0.0441
10_lympho,datawig,24,0.4612 ± 0.0433
10_lympho,datawig,25,0.4649 ± 0.0462
10_lympho,datawig,26,0.4623 ± 0.0471
10_lympho,datawig,27,0.4608 ± 0.0469
10_lympho,datawig,28,0.4620 ± 0.0464
10_lympho,datawig,29,0.4604 ± 0.0463
10_lympho,datawig,30,0.4624 ± 0.0468
10_lympho,multi,1,0.7071 ± 0.0000
10_lympho,multi,2,0.7409 ± 0.0337
10_lympho,multi,3,0.7373 ± 0.0280
10_lympho,multi,4,0.7176 ± 0.0419
10_lympho,multi,5,0.7246 ± 0.0401
10_lympho,multi,6,0.7329 ± 0.0411
10_lympho,multi,7,0.7147 ± 0.0586
10_lympho,multi,8,0.7108 ± 0.0558
10_lympho,multi,9,0.7130 ± 0.0530
10_lympho,multi,10,0.7212 ± 0.0561
10_lympho,multi,11,0.7280 ± 0.0576
10_lympho,multi,12,0.7337 ± 0.0582
10_lympho,multi,13,0.7351 ± 0.0562
10_lympho,multi,14,0.7364 ± 0.0543
10_lympho,multi,15,0.7360 ± 0.0525
10_lympho,multi,16,0.7311 ± 0.0542
10_lympho,multi,17,0.7269 ± 0.0553
10_lympho,multi,18,0.7258 ± 0.0539
10_lympho,multi,19,0.7222 ± 0.0546
10_lympho,multi,20,0.7190 ± 0.0550
10_lympho,multi,21,0.7195 ± 0.0538
10_lympho,multi,22,0.7190 ± 0.0526
10_lympho,multi,23,0.7241 ± 0.0568
10_lympho,multi,24,0.7203 ± 0.0585
10_lympho,multi,25,0.7188 ± 0.0578
10_lympho,multi,26,0.7174 ± 0.0571
10_lympho,multi,27,0.7122 ± 0.0619
10_lympho,multi,28,0.7112 ± 0.0611
10_lympho,multi,29,0.7155 ± 0.0642
10_lympho,multi,30,0.7128 ± 0.0649
10_lympho,knn,1,0.3626 ± 0.0000
10_lympho,knn,2,0.4219 ± 0.0593
10_lympho,knn,3,0.4188 ± 0.0486
10_lympho,knn,4,0.4162 ± 0.0423
10_lympho,knn,5,0.4284 ± 0.0450
10_lympho,knn,6,0.4391 ± 0.0476
10_lympho,knn,7,0.4394 ± 0.0440
10_lympho,knn,8,0.4322 ± 0.0453
10_lympho,knn,9,0.4337 ± 0.0429
10_lympho,knn,10,0.4314 ± 0.0413
10_lympho,knn,11,0.4246 ± 0.0447
10_lympho,knn,12,0.4242 ± 0.0428
10_lympho,knn,13,0.4373 ± 0.0613
10_lympho,knn,14,0.4379 ± 0.0591
10_lympho,knn,15,0.4378 ± 0.0571
10_lympho,knn,16,0.4320 ± 0.0598
10_lympho,knn,17,0.4352 ± 0.0594
10_lympho,knn,18,0.4374 ± 0.0584
10_lympho,knn,19,0.4349 ± 0.0579
10_lympho,knn,20,0.4368 ± 0.0570
10_lympho,knn,21,0.4355 ± 0.0560
10_lympho,knn,22,0.4368 ± 0.0551
10_lympho,knn,23,0.4339 ± 0.0555
10_lympho,knn,24,0.4342 ± 0.0544
10_lympho,knn,25,0.4356 ± 0.0537
10_lympho,knn,26,0.4348 ± 0.0528
10_lympho,knn,27,0.4326 ± 0.0530
10_lympho,knn,28,0.4353 ± 0.0540
10_lympho,knn,29,0.4331 ± 0.0543
10_lympho,knn,30,0.4339 ± 0.0536
