Dataset,method,Experiment,RMSE
7_post_patient,datawig,1,0.4275 ± 0.0000
7_post_patient,datawig,2,0.3985 ± 0.0290
7_post_patient,datawig,3,0.3628 ± 0.0558
7_post_patient,datawig,4,0.3648 ± 0.0485
7_post_patient,datawig,5,0.3576 ± 0.0457
7_post_patient,datawig,6,0.3490 ± 0.0459
7_post_patient,datawig,7,0.3554 ± 0.0453
7_post_patient,datawig,8,0.3620 ± 0.0458
7_post_patient,datawig,9,0.3657 ± 0.0445
7_post_patient,datawig,10,0.3599 ± 0.0457
7_post_patient,datawig,11,0.3574 ± 0.0442
7_post_patient,datawig,12,0.3566 ± 0.0424
7_post_patient,datawig,13,0.3599 ± 0.0423
7_post_patient,datawig,14,0.3598 ± 0.0407
7_post_patient,datawig,15,0.3590 ± 0.0395
7_post_patient,datawig,16,0.3547 ± 0.0417
7_post_patient,datawig,17,0.3593 ± 0.0445
7_post_patient,datawig,18,0.3610 ± 0.0438
7_post_patient,datawig,19,0.3611 ± 0.0426
7_post_patient,datawig,20,0.3597 ± 0.0419
7_post_patient,datawig,21,0.3628 ± 0.0432
7_post_patient,datawig,22,0.3616 ± 0.0426
7_post_patient,datawig,23,0.3593 ± 0.0431
7_post_patient,datawig,24,0.3590 ± 0.0422
7_post_patient,datawig,25,0.3611 ± 0.0426
7_post_patient,datawig,26,0.3596 ± 0.0424
7_post_patient,datawig,27,0.3630 ± 0.0450
7_post_patient,datawig,28,0.3625 ± 0.0443
7_post_patient,datawig,29,0.3630 ± 0.0436
7_post_patient,datawig,30,0.3636 ± 0.0430
7_post_patient,multi,1,0.7071 ± 0.0000
7_post_patient,multi,2,0.6171 ± 0.0900
7_post_patient,multi,3,0.6471 ± 0.0849
7_post_patient,multi,4,0.6807 ± 0.0938
7_post_patient,multi,5,0.6500 ± 0.1040
7_post_patient,multi,6,0.6456 ± 0.0955
7_post_patient,multi,7,0.6287 ± 0.0976
7_post_patient,multi,8,0.6385 ± 0.0950
7_post_patient,multi,9,0.6317 ± 0.0916
7_post_patient,multi,10,0.6263 ± 0.0884
7_post_patient,multi,11,0.6172 ± 0.0890
7_post_patient,multi,12,0.6139 ± 0.0859
7_post_patient,multi,13,0.6147 ± 0.0826
7_post_patient,multi,14,0.6184 ± 0.0807
7_post_patient,multi,15,0.6216 ± 0.0789
7_post_patient,multi,16,0.6244 ± 0.0771
7_post_patient,multi,17,0.6216 ± 0.0756
