Dataset,method,Experiment,RMSE
19_contraceptive,datawig,1,0.2906 ± 0.0000
19_contraceptive,datawig,2,0.2864 ± 0.0042
19_contraceptive,datawig,3,0.2826 ± 0.0064
19_contraceptive,datawig,4,0.2838 ± 0.0059
19_contraceptive,datawig,5,0.2857 ± 0.0065
19_contraceptive,datawig,6,0.2874 ± 0.0070
19_contraceptive,datawig,7,0.2874 ± 0.0065
19_contraceptive,datawig,8,0.2881 ± 0.0064
19_contraceptive,datawig,9,0.2878 ± 0.0061
19_contraceptive,datawig,10,0.2881 ± 0.0059
19_contraceptive,datawig,11,0.2875 ± 0.0060
19_contraceptive,datawig,12,0.2886 ± 0.0067
19_contraceptive,datawig,13,0.2893 ± 0.0069
19_contraceptive,datawig,14,0.2893 ± 0.0066
19_contraceptive,datawig,15,0.2881 ± 0.0078
19_contraceptive,datawig,16,0.2888 ± 0.0081
19_contraceptive,datawig,17,0.2894 ± 0.0081
19_contraceptive,datawig,18,0.2898 ± 0.0081
19_contraceptive,datawig,19,0.2901 ± 0.0080
19_contraceptive,datawig,20,0.2891 ± 0.0090
19_contraceptive,datawig,21,0.2893 ± 0.0088
19_contraceptive,datawig,22,0.2894 ± 0.0087
19_contraceptive,datawig,23,0.2896 ± 0.0085
19_contraceptive,datawig,24,0.2892 ± 0.0085
19_contraceptive,datawig,25,0.2890 ± 0.0084
19_contraceptive,datawig,26,0.2890 ± 0.0082
19_contraceptive,datawig,27,0.2893 ± 0.0082
19_contraceptive,datawig,28,0.2893 ± 0.0080
19_contraceptive,datawig,29,0.2893 ± 0.0079
19_contraceptive,datawig,30,0.2894 ± 0.0077
19_contraceptive,multi,1,0.6864 ± 0.0000
19_contraceptive,multi,2,0.6901 ± 0.0037
19_contraceptive,multi,3,0.6970 ± 0.0102
19_contraceptive,multi,4,0.6943 ± 0.0099
19_contraceptive,multi,5,0.6990 ± 0.0129
19_contraceptive,multi,6,0.6944 ± 0.0156
19_contraceptive,multi,7,0.6943 ± 0.0145
19_contraceptive,multi,8,0.6918 ± 0.0151
19_contraceptive,multi,9,0.6917 ± 0.0143
19_contraceptive,multi,10,0.6907 ± 0.0139
19_contraceptive,multi,11,0.6917 ± 0.0136
19_contraceptive,multi,12,0.6916 ± 0.0130
19_contraceptive,multi,13,0.6907 ± 0.0129
19_contraceptive,multi,14,0.6904 ± 0.0125
19_contraceptive,multi,15,0.6930 ± 0.0155
19_contraceptive,multi,16,0.6950 ± 0.0169
19_contraceptive,multi,17,0.6959 ± 0.0168
19_contraceptive,multi,18,0.6952 ± 0.0166
19_contraceptive,multi,19,0.6960 ± 0.0165
19_contraceptive,multi,20,0.6959 ± 0.0161
19_contraceptive,multi,21,0.6971 ± 0.0165
19_contraceptive,multi,22,0.6986 ± 0.0175
19_contraceptive,multi,23,0.6972 ± 0.0183
19_contraceptive,multi,24,0.6972 ± 0.0179
19_contraceptive,multi,25,0.6967 ± 0.0178
19_contraceptive,multi,26,0.6953 ± 0.0187
19_contraceptive,multi,27,0.6958 ± 0.0185
19_contraceptive,multi,28,0.6952 ± 0.0185
19_contraceptive,multi,29,0.6947 ± 0.0183
19_contraceptive,multi,30,0.6949 ± 0.0180
19_contraceptive,knn,1,0.3476 ± 0.0000
19_contraceptive,knn,2,0.3643 ± 0.0167
19_contraceptive,knn,3,0.3618 ± 0.0141
19_contraceptive,knn,4,0.3621 ± 0.0123
19_contraceptive,knn,5,0.3574 ± 0.0145
19_contraceptive,knn,6,0.3589 ± 0.0136
19_contraceptive,knn,7,0.3574 ± 0.0132
19_contraceptive,knn,8,0.3584 ± 0.0126
19_contraceptive,knn,9,0.3595 ± 0.0123
19_contraceptive,knn,10,0.3585 ± 0.0121
19_contraceptive,knn,11,0.3572 ± 0.0122
19_contraceptive,knn,12,0.3595 ± 0.0139
19_contraceptive,knn,13,0.3600 ± 0.0135
19_contraceptive,knn,14,0.3600 ± 0.0130
19_contraceptive,knn,15,0.3586 ± 0.0136
19_contraceptive,knn,16,0.3588 ± 0.0132
19_contraceptive,knn,17,0.3584 ± 0.0129
19_contraceptive,knn,18,0.3585 ± 0.0125
19_contraceptive,knn,19,0.3585 ± 0.0122
19_contraceptive,knn,20,0.3573 ± 0.0129
19_contraceptive,knn,21,0.3580 ± 0.0130
19_contraceptive,knn,22,0.3592 ± 0.0139
19_contraceptive,knn,23,0.3595 ± 0.0136
19_contraceptive,knn,24,0.3588 ± 0.0138
19_contraceptive,knn,25,0.3587 ± 0.0136
19_contraceptive,knn,26,0.3587 ± 0.0133
19_contraceptive,knn,27,0.3596 ± 0.0139
19_contraceptive,knn,28,0.3605 ± 0.0144
19_contraceptive,knn,29,0.3611 ± 0.0145
19_contraceptive,knn,30,0.3603 ± 0.0149
