Dataset,method,Experiment,RMSE
13_segmentation,chain01_datawig,1,0.6761 ± 0.0000
13_segmentation,chain01_datawig,2,0.5455 ± 0.1306
13_segmentation,chain01_datawig,3,0.5514 ± 0.1069
13_segmentation,chain01_datawig,4,0.4911 ± 0.1396
13_segmentation,chain01_datawig,5,0.4760 ± 0.1285
13_segmentation,chain01_datawig,6,0.4571 ± 0.1247
13_segmentation,chain01_datawig,7,0.4474 ± 0.1178
13_segmentation,chain01_datawig,8,0.4500 ± 0.1104
13_segmentation,chain01_datawig,9,0.4380 ± 0.1095
13_segmentation,chain01_datawig,10,0.4264 ± 0.1096
13_segmentation,chain01_datawig,11,0.4173 ± 0.1084
13_segmentation,chain01_datawig,12,0.4133 ± 0.1046
13_segmentation,chain01_datawig,13,0.4099 ± 0.1012
13_segmentation,chain01_datawig,14,0.4135 ± 0.0983
13_segmentation,chain01_datawig,15,0.4320 ± 0.1176
13_segmentation,chain01_datawig,16,0.4284 ± 0.1147
13_segmentation,chain01_datawig,17,0.4312 ± 0.1118
13_segmentation,chain01_datawig,18,0.4311 ± 0.1086
13_segmentation,chain01_datawig,19,0.4349 ± 0.1070
13_segmentation,chain01_datawig,20,0.4300 ± 0.1065
13_segmentation,chain01_datawig,21,0.4279 ± 0.1043
13_segmentation,chain01_datawig,22,0.4226 ± 0.1048
13_segmentation,chain01_datawig,23,0.4274 ± 0.1049
13_segmentation,chain01_datawig,24,0.4252 ± 0.1032
13_segmentation,chain01_datawig,25,0.4227 ± 0.1018
13_segmentation,chain01_datawig,26,0.4237 ± 0.1000
13_segmentation,chain01_datawig,27,0.4217 ± 0.0986
13_segmentation,chain01_datawig,28,0.4192 ± 0.0977
13_segmentation,chain01_datawig,29,0.4194 ± 0.0961
13_segmentation,chain01_datawig,30,0.4200 ± 0.0945
