Dataset,method,Experiment,RMSE
7_post_patient,chain01_datawig,1,0.3987 ± 0.0000
7_post_patient,chain01_datawig,2,0.3853 ± 0.0134
7_post_patient,chain01_datawig,3,0.3941 ± 0.0166
7_post_patient,chain01_datawig,4,0.4150 ± 0.0389
7_post_patient,chain01_datawig,5,0.4117 ± 0.0354
7_post_patient,chain01_datawig,6,0.4259 ± 0.0453
7_post_patient,chain01_datawig,7,0.4334 ± 0.0458
7_post_patient,chain01_datawig,8,0.4294 ± 0.0441
7_post_patient,chain01_datawig,9,0.4336 ± 0.0433
7_post_patient,chain01_datawig,10,0.4461 ± 0.0558
7_post_patient,chain01_datawig,11,0.4430 ± 0.0541
7_post_patient,chain01_datawig,12,0.4380 ± 0.0543
7_post_patient,chain01_datawig,13,0.4492 ± 0.0650
7_post_patient,chain01_datawig,14,0.4597 ± 0.0731
7_post_patient,chain01_datawig,15,0.4568 ± 0.0715
7_post_patient,chain01_datawig,16,0.4496 ± 0.0746
7_post_patient,chain01_datawig,17,0.4567 ± 0.0777
7_post_patient,chain01_datawig,18,0.4559 ± 0.0756
7_post_patient,chain01_datawig,19,0.4585 ± 0.0744
7_post_patient,chain01_datawig,20,0.4523 ± 0.0775
7_post_patient,chain01_datawig,21,0.4523 ± 0.0756
7_post_patient,chain01_datawig,22,0.4489 ± 0.0755
7_post_patient,chain01_datawig,23,0.4453 ± 0.0757
7_post_patient,chain01_datawig,24,0.4542 ± 0.0856
7_post_patient,chain01_datawig,25,0.4526 ± 0.0842
7_post_patient,chain01_datawig,26,0.4523 ± 0.0826
7_post_patient,chain01_datawig,27,0.4568 ± 0.0843
7_post_patient,chain01_datawig,28,0.4575 ± 0.0828
7_post_patient,chain01_datawig,29,0.4560 ± 0.0818
7_post_patient,chain01_datawig,30,0.4609 ± 0.0848
