Dataset,Experiment,multi_model,datawig_imputed_model,dynamic_imputed_model,knn_imputed_model,zero_imputed_model
10_lympho,1,"[9.1116881e-01 7.3725492e-02 8.6843503e-01 9.9487972e-01 5.2051771e-01
 3.6264447e-07 5.1769715e-02 9.9966002e-01 2.1868797e-03 2.8044033e-05
 2.3143434e-06 8.8717324e-01 7.0382014e-04 9.2560333e-01 5.6673732e-02
 9.9925238e-01 9.9615026e-01 3.2802776e-01 8.2515287e-01 5.4004824e-01
 9.9993718e-01 9.1490388e-01 9.7256327e-01 9.9869967e-01 1.3488104e-03
 5.9313053e-01 5.4952741e-02 1.3037635e-01 5.0726199e-01 9.9972373e-01]","[4.7521427e-01 3.4863755e-02 9.4605976e-01 9.5290506e-01 6.4462113e-01
 3.7951777e-05 6.7879297e-02 9.9805582e-01 3.1682148e-04 9.5308258e-04
 2.8921724e-05 9.7325033e-01 3.7738446e-02 9.9746084e-01 7.3532367e-01
 9.9732792e-01 9.9935466e-01 4.9710518e-01 6.8626589e-01 7.4609441e-01
 9.9994445e-01 9.9487323e-01 9.9871969e-01 9.2848134e-01 7.4571236e-03
 9.7551697e-01 1.7368210e-02 9.1353588e-02 8.9328468e-02 9.9977320e-01]","[0.31035537 0.38080782 0.44501355 0.46265537 0.49375215 0.3134479
 0.09425547 0.88856256 0.52578264 0.08469398 0.03125222 0.5363055
 0.20667456 0.8027081  0.64734876 0.5109611  0.90434664 0.7036716
 0.91774744 0.41684756 0.73950803 0.35971326 0.6665753  0.9359503
 0.7466188  0.34839895 0.431483   0.88941336 0.49012345 0.785801  ]","[2.9092872e-01 5.3179491e-02 1.9416201e-03 9.6924925e-01 1.5619290e-01
 8.6740169e-05 5.0447130e-01 9.9559540e-01 3.9619717e-01 2.3728295e-03
 1.3334099e-03 1.6417021e-01 1.9077783e-03 7.2972834e-01 5.5889899e-01
 9.9006093e-01 9.5568550e-01 5.8624607e-02 6.3432413e-01 9.0614453e-02
 9.9967027e-01 5.7183063e-01 4.8518240e-01 9.4977677e-01 8.4468627e-01
 4.6695852e-01 9.8261052e-01 8.1234684e-05 5.1410619e-02 8.6901724e-01]","[9.5940793e-01 6.2450580e-02 8.8045788e-01 9.8883587e-01 9.7769725e-01
 1.9912233e-03 6.5084212e-02 9.9937087e-01 2.2807615e-04 7.4308908e-01
 3.3223417e-02 9.5113850e-01 7.8446591e-01 9.9304456e-01 8.1530184e-01
 9.9303973e-01 9.9828124e-01 8.4358710e-01 1.0957837e-01 5.4891169e-01
 9.9912292e-01 4.6551448e-01 9.9592376e-01 9.8558491e-01 3.8455567e-01
 9.7806293e-01 9.0918668e-02 6.0430497e-01 8.1085544e-03 9.9963951e-01]"
10_lympho,2,"[4.21933383e-02 2.65596900e-02 5.23722887e-01 5.15728831e-01
 8.86504292e-01 9.99695182e-01 9.96888697e-01 9.99039948e-01
 5.98928034e-01 1.28357683e-03 9.98815536e-01 9.97808635e-01
 9.98990595e-01 9.92177188e-01 8.41846824e-01 8.77591908e-01
 3.97802323e-01 1.00031346e-01 9.83166218e-01 3.04285822e-06
 4.06481512e-02 9.61417735e-01 4.61079776e-01 9.87085283e-01
 4.92683709e-01 7.01470440e-03 2.63631227e-05 9.17823672e-01
 8.88534188e-01 9.99044716e-01]","[4.3244816e-02 7.8116963e-03 2.6818874e-01 8.9767158e-01 8.8492858e-01
 9.9949741e-01 9.9998307e-01 9.9997866e-01 1.9131432e-01 1.2179435e-04
 9.9545008e-01 9.9889368e-01 9.8736608e-01 9.9764365e-01 2.5206459e-01
 7.2583497e-01 9.3970424e-01 1.0680304e-01 9.7423846e-01 2.6436269e-06
 1.5374117e-01 7.8034729e-01 4.0054694e-01 9.7947812e-01 1.4402930e-01
 5.8410768e-03 6.2510237e-04 6.6906130e-01 6.2278515e-01 9.9993742e-01]","[0.3104179  0.08818746 0.505412   0.26857066 0.300633   0.89244044
 0.7748355  0.9081332  0.2798009  0.08967035 0.75001174 0.7888819
 0.8961123  0.670048   0.65298903 0.26443163 0.7553295  0.2016955
 0.5854294  0.17725079 0.22013186 0.2531998  0.24587812 0.5234567
 0.32274377 0.19390473 0.43983275 0.6277544  0.11877085 0.6310857 ]","[1.24724150e-01 1.46097282e-03 7.92546049e-02 1.14996471e-01
 8.83218229e-01 9.99931693e-01 1.82577908e-01 9.89893734e-01
 9.92790580e-01 3.42273479e-03 9.99614477e-01 9.99095082e-01
 9.96932626e-01 9.42469597e-01 9.99221563e-01 5.79971308e-03
 9.98365581e-01 3.61210316e-01 9.96785641e-01 2.18683766e-07
 6.64627373e-01 9.99315619e-01 4.50798087e-02 6.77807093e-01
 8.79189968e-01 2.71465885e-03 1.07110594e-04 2.51573627e-04
 9.82171595e-01 9.94669020e-01]","[6.1436854e-03 1.5044954e-02 6.3138610e-01 8.8273734e-01 1.4477240e-01
 9.9111629e-01 9.9977070e-01 9.9996352e-01 6.4170140e-01 3.1955223e-04
 8.6451334e-01 9.9893063e-01 9.3499202e-01 9.1334701e-01 8.6926371e-01
 9.2874742e-01 3.9268789e-01 9.2151407e-03 9.9607760e-01 8.6734244e-06
 4.8978586e-02 9.5132482e-01 6.6916811e-01 9.6910256e-01 9.5879763e-02
 6.7757344e-01 7.6094433e-04 8.6276960e-01 9.1868436e-01 9.9830174e-01]"
10_lympho,3,"[9.9967372e-01 9.9709082e-01 4.8211244e-01 2.7618976e-04 5.7507244e-05
 5.4199684e-01 3.4023649e-01 7.4406728e-02 9.9968112e-01 9.9976772e-01
 9.9878401e-01 9.9991596e-01 5.5777775e-03 6.9601029e-01 9.3071306e-01
 1.0005598e-05 3.9862308e-01 7.1563679e-01 9.9742848e-01 7.5668484e-01
 6.5269595e-01 9.9863237e-01 7.1754716e-02 5.7019848e-01 9.6992022e-01
 5.5691297e-03 9.9825519e-01 1.5696618e-06 4.8407722e-01 9.6777000e-02]","[9.7154546e-01 8.3825207e-01 8.5421634e-01 5.3609642e-03 1.3770603e-05
 9.6191436e-02 4.2984742e-01 4.3629846e-03 9.9227649e-01 9.9999118e-01
 9.9776673e-01 9.9988651e-01 1.8394645e-03 9.9458969e-01 9.2260075e-01
 3.7704779e-06 2.0913647e-01 8.6027157e-01 9.9953246e-01 9.3745565e-01
 5.7613796e-01 9.9959451e-01 4.6049461e-02 1.8333250e-01 9.8059744e-01
 3.0392551e-04 9.9990213e-01 3.2772263e-05 3.2952765e-01 6.6743366e-02]","[0.79643244 0.45616028 0.62289244 0.1356998  0.1244579  0.22977406
 0.6048989  0.15965591 0.4461756  0.7816685  0.6904359  0.81738484
 0.22052424 0.68844813 0.70759934 0.1020629  0.42776263 0.45351043
 0.7867683  0.7164351  0.6967201  0.8122898  0.22649814 0.55162865
 0.7011682  0.1839953  0.43102196 0.13132858 0.6971047  0.43908945]","[9.9834037e-01 9.4888979e-01 9.9015266e-01 5.0560807e-06 3.9330032e-01
 4.3587334e-04 8.6307019e-01 1.1319773e-03 9.9498391e-01 9.9880362e-01
 9.7661090e-01 9.9999321e-01 3.3268423e-03 9.7787648e-01 9.9999404e-01
 2.1648413e-05 8.3818838e-02 9.8886812e-01 9.9872309e-01 9.9855179e-01
 9.6320862e-01 9.9928004e-01 8.4916461e-04 6.1301835e-02 9.9695766e-01
 2.3589122e-05 9.9969149e-01 1.5279726e-06 5.6231193e-02 1.2441256e-02]","[9.9997890e-01 6.7483765e-01 1.4108977e-01 1.5288180e-03 2.9522141e-03
 1.8061730e-01 2.7502547e-03 1.4291881e-03 9.9360549e-01 9.9999583e-01
 9.9788433e-01 9.9999511e-01 9.5858509e-03 8.5605168e-01 9.9135864e-01
 3.5722991e-05 5.3501703e-02 2.4601849e-02 9.9900490e-01 5.1824033e-02
 7.1731836e-02 9.9977046e-01 3.0345053e-03 5.0103343e-01 9.8154676e-01
 1.2143943e-02 9.9892336e-01 6.6449775e-07 5.9299499e-01 8.6531711e-01]"
10_lympho,4,"[1.1013888e-02 9.9173719e-01 5.8647987e-02 1.6340485e-04 9.9992061e-01
 4.7888611e-03 7.8626528e-02 9.7790730e-01 8.8788575e-01 9.9928838e-01
 9.9981385e-01 9.5017731e-01 9.9904472e-01 9.4335365e-01 7.2897345e-01
 9.9922931e-01 9.9924195e-01 4.2527452e-01 9.2461165e-03 2.7718195e-03
 9.9655163e-01 9.6751529e-01 9.9210477e-01 9.8332006e-01 1.2599844e-01
 4.6818081e-01 9.9840838e-01 9.9888581e-01 9.3435806e-01 1.7424347e-01]","[3.3695977e-03 9.9919218e-01 2.0852482e-02 6.9741234e-03 9.9980372e-01
 2.1737812e-04 3.7844940e-03 9.8609704e-01 9.9764001e-01 9.9991810e-01
 9.9991131e-01 9.7667742e-01 9.9702924e-01 8.1089795e-01 3.0361688e-02
 9.9627763e-01 9.9925250e-01 2.7423853e-01 1.0837534e-02 3.5066996e-03
 9.9689555e-01 9.8403293e-01 9.6605521e-01 8.5548002e-01 6.2064778e-02
 7.9495773e-02 9.9998045e-01 9.9869859e-01 9.1432697e-01 1.0553232e-02]","[0.37636587 0.68288875 0.3154102  0.09598254 0.66387343 0.1802818
 0.5845154  0.5498868  0.68996435 0.8535498  0.93416446 0.8706231
 0.752705   0.78840715 0.571147   0.78418714 0.9571489  0.63974047
 0.5611502  0.32625815 0.94484437 0.42239958 0.54580563 0.8192537
 0.3001662  0.60265464 0.77157533 0.2020315  0.4669795  0.5048409 ]","[0.04986933 0.97244126 0.15385383 0.12901783 0.99989784 0.00576162
 0.50877446 0.9758168  0.99974424 0.8898761  0.87192446 0.9820426
 0.99379927 0.9982486  0.93706733 0.93802947 0.996082   0.0059107
 0.79494154 0.007094   0.9271148  0.0101595  0.9952572  0.9612258
 0.0285388  0.9689228  0.9993723  0.62800676 0.9763312  0.10040765]","[6.05549722e-04 9.99699116e-01 7.11361840e-02 2.46530189e-03
 9.99801934e-01 2.43524485e-03 1.74132790e-02 9.97335732e-01
 9.99958873e-01 9.99992609e-01 9.94190335e-01 9.99351323e-01
 9.77510631e-01 9.25244808e-01 8.21223319e-01 9.99373734e-01
 9.87166226e-01 9.90560830e-01 1.95827652e-02 1.10934936e-01
 9.99988914e-01 9.97377634e-01 9.45494652e-01 9.98733580e-01
 6.74805567e-02 9.02313471e-01 9.99989510e-01 7.13740945e-01
 6.18115664e-01 1.11782467e-02]"
10_lympho,5,"[9.8292255e-01 9.9979919e-01 9.9712652e-01 8.8276970e-01 8.8593988e-05
 9.9773943e-01 9.4826669e-03 9.8521489e-01 7.2080743e-01 6.6686315e-03
 1.1534661e-02 1.6491380e-01 8.0893290e-01 3.7278920e-01 3.9422566e-01
 9.9658281e-01 9.9865556e-01 7.1692634e-01 2.5525293e-05 9.9554801e-01
 8.7981516e-01 1.9402973e-02 9.9703240e-01 9.9261451e-01 8.6943132e-01
 9.9306881e-01 9.8603326e-01 9.5950019e-01 5.9355736e-01 4.0426511e-02]","[7.3947710e-01 9.9666649e-01 9.9991512e-01 5.1197970e-01 5.2669748e-05
 9.8432875e-01 1.1586687e-02 4.4988337e-01 3.1937215e-01 1.5379162e-01
 2.0949634e-02 1.6602398e-01 6.9062477e-01 5.3305931e-02 5.8909708e-01
 9.9822372e-01 9.9651706e-01 4.3880376e-01 1.9319972e-04 9.9751568e-01
 7.1319836e-01 7.7277496e-03 9.4583267e-01 9.9960834e-01 7.7894109e-01
 9.9885750e-01 9.7132969e-01 9.9911588e-01 3.4057507e-01 2.0692192e-02]","[0.72749645 0.91310877 0.8513121  0.3593327  0.14884488 0.6396996
 0.1008297  0.61435854 0.24171124 0.19960055 0.23368177 0.6531721
 0.36775085 0.68769455 0.49352103 0.73374856 0.7788796  0.48073733
 0.22255415 0.903877   0.6041032  0.2570515  0.73869324 0.7229848
 0.69756424 0.8776687  0.6633416  0.8500655  0.5293358  0.07639001]","[9.9954528e-01 9.9978822e-01 9.9972636e-01 5.0279921e-01 6.8402250e-07
 9.8749793e-01 1.8579654e-02 9.9941468e-01 1.8609284e-06 1.3576592e-03
 2.4368508e-02 9.5956355e-01 9.9781275e-01 6.6325510e-06 1.6626091e-01
 9.9996948e-01 9.9973649e-01 9.9848676e-01 8.9894218e-04 9.6351033e-01
 1.5504852e-01 7.6605220e-06 9.9998426e-01 9.9963093e-01 8.1439483e-01
 7.7281916e-01 9.9949288e-01 9.9999535e-01 9.9705565e-01 1.6606140e-01]","[7.1298522e-01 9.8970968e-01 9.9995697e-01 2.3507055e-02 2.9484231e-02
 9.9801898e-01 3.8746709e-04 9.9465263e-01 1.5896502e-01 1.9214587e-01
 4.9526813e-03 7.7030450e-01 3.1351504e-01 6.3611203e-01 9.0003967e-02
 9.9952388e-01 9.9980134e-01 7.8139710e-01 8.4511871e-03 9.4913030e-01
 1.4037951e-02 8.4465742e-01 9.7913718e-01 9.9922633e-01 5.9034276e-01
 9.9782097e-01 9.2977846e-01 9.9980015e-01 7.1668968e-02 6.7704445e-01]"
10_lympho,6,"[1.9228653e-04 1.5626727e-02 4.3243152e-04 9.7486794e-01 8.7859166e-01
 7.6473340e-02 3.4161244e-02 9.9549854e-01 5.0188918e-03 9.7105366e-01
 9.8058003e-01 7.6533645e-01 9.9587411e-01 9.9968207e-01 2.0096677e-03
 1.1611334e-06 2.8924739e-01 9.9767286e-01 4.2380363e-01 2.7507712e-04
 2.8571439e-01 7.3101348e-01 8.8097316e-01 5.6167245e-01 7.9203618e-01
 1.9365883e-01 4.5518491e-01 7.5073344e-01 6.4498564e-04 9.9994504e-01]","[1.30693516e-04 1.52776137e-01 2.34792169e-04 9.61010635e-01
 9.40643430e-01 4.89603966e-01 2.08556578e-01 9.99439180e-01
 3.35685909e-02 7.03882813e-01 9.92132843e-01 9.29907501e-01
 9.86542940e-01 9.98510540e-01 3.25623131e-03 1.06521664e-04
 3.76757950e-01 1.18256316e-01 1.33546386e-02 9.21946077e-04
 9.83549595e-01 4.75643694e-01 8.90049815e-01 9.27664578e-01
 8.98518384e-01 2.78340518e-01 5.34383535e-01 8.37109387e-01
 1.66291166e-02 9.99891520e-01]","[0.18791993 0.12755069 0.10057291 0.73539513 0.507102   0.3436701
 0.12933992 0.4449276  0.34196493 0.57038075 0.5406082  0.32825983
 0.81522703 0.25492203 0.556099   0.09614295 0.5480763  0.47078145
 0.4529259  0.11324716 0.6656542  0.35433057 0.82265514 0.60804695
 0.50713533 0.8165567  0.55805945 0.47823662 0.34698468 0.9407142 ]","[1.5183497e-03 9.8416563e-03 1.5110493e-03 9.0491724e-01 9.3076652e-01
 6.2248445e-01 6.3809019e-01 9.3701047e-01 3.7431344e-01 9.8769915e-01
 4.1444561e-01 3.1543341e-01 9.9994588e-01 1.4410411e-01 6.2733830e-05
 2.1780945e-06 2.2216888e-01 9.9877268e-01 7.3559117e-01 2.0843225e-02
 9.8559952e-01 9.9547017e-01 1.7434418e-01 7.6994491e-01 1.9644876e-01
 5.6772983e-01 8.9071530e-01 6.1715347e-01 3.2420489e-01 9.7214139e-01]","[6.20935316e-05 6.29780535e-03 1.69972272e-03 9.93188500e-01
 9.97488022e-01 5.74320555e-01 1.17448822e-01 9.91146743e-01
 1.78807124e-03 1.49085537e-01 8.29094946e-01 9.77459371e-01
 9.95671749e-01 7.21176744e-01 1.06093630e-01 5.62962305e-06
 1.00801535e-01 6.05562747e-01 5.00570536e-01 7.17051560e-04
 9.32724297e-01 9.99199450e-01 9.54087496e-01 9.61978376e-01
 7.01718748e-01 9.35876548e-01 8.21557581e-01 9.39393461e-01
 1.48425074e-02 9.99807060e-01]"
10_lympho,7,"[2.93404628e-06 1.46238515e-02 5.30855032e-03 6.22326612e-01
 7.65882492e-01 4.21391457e-01 1.88074410e-01 9.90445971e-01
 8.64832938e-01 3.16407144e-01 9.95995760e-01 6.46734610e-03
 9.99689579e-01 3.94785851e-02 1.77925930e-03 2.59312093e-01
 2.94451784e-05 9.85795498e-01 1.35701150e-01 9.99490380e-01
 3.38234119e-02 1.26142020e-03 1.08391134e-04 9.99927282e-01
 9.55825865e-01 4.56708342e-01 1.38008909e-03 1.78865361e-04
 1.94064662e-01 9.75885034e-01]","[8.5746469e-03 6.2505193e-02 1.6709546e-02 6.9405621e-01 1.6660305e-02
 8.0884404e-02 5.0714058e-01 9.9881029e-01 4.5388002e-02 1.1405424e-01
 9.9845314e-01 3.7796395e-03 9.9993813e-01 9.9587232e-01 1.1192199e-03
 9.7281927e-01 1.3734588e-05 9.9721164e-01 1.8389200e-01 9.9958581e-01
 5.6948990e-02 1.7341576e-03 3.4385882e-04 9.9997091e-01 9.9971408e-01
 7.2343671e-01 7.5310040e-03 3.5085963e-04 9.6571368e-01 9.8021543e-01]","[0.19897437 0.3322915  0.374315   0.5583414  0.22803152 0.4829687
 0.42842185 0.8567569  0.76792485 0.6122605  0.89870167 0.24401787
 0.926201   0.67606086 0.24559398 0.74165356 0.15496571 0.41327167
 0.45111626 0.8241083  0.15754129 0.2677568  0.19317612 0.9381497
 0.8872798  0.38410515 0.26387918 0.33245242 0.6285954  0.5638294 ]","[3.8225946e-03 7.0673350e-04 9.4430432e-02 1.5292791e-01 5.0815074e-03
 1.9957092e-01 1.9314204e-01 9.9906057e-01 9.2018187e-01 2.6321901e-02
 9.5391071e-01 3.6370039e-02 9.9859935e-01 1.3315699e-01 2.1230619e-02
 8.2233024e-01 7.8034337e-04 9.2947882e-01 9.5064744e-02 9.3369657e-01
 8.2370186e-01 8.6928774e-03 7.7432444e-05 9.9147499e-01 9.4907284e-01
 7.9486519e-01 3.6233763e-05 1.6114517e-04 9.0503603e-01 5.6166601e-01]","[2.5790949e-05 6.0948100e-02 2.3037803e-01 9.2253339e-01 6.2797917e-03
 2.0854332e-01 6.2087750e-01 9.3238652e-01 7.7166367e-01 7.0642942e-01
 9.9980670e-01 1.4380140e-02 9.9128097e-01 9.0689439e-01 5.1063305e-01
 9.9766964e-01 3.3589278e-04 3.3778724e-01 2.7843428e-01 9.9821138e-01
 2.2228319e-02 3.2423699e-01 3.4264114e-04 9.9996066e-01 9.9895954e-01
 9.1199493e-01 7.1988553e-02 6.6437764e-04 9.8686069e-01 8.7620008e-01]"
10_lympho,8,"[9.6171641e-01 1.2515921e-02 9.9223483e-01 6.2223500e-01 1.4720634e-01
 9.9907196e-01 9.7964329e-01 2.3482754e-04 9.7033405e-01 1.0907335e-01
 9.9917150e-01 9.4344336e-01 9.9573129e-01 5.5819554e-03 8.6673731e-03
 9.8791516e-01 3.4590519e-04 4.1815960e-01 2.0422263e-04 5.8945999e-02
 3.2466073e-02 4.1777501e-01 9.9677724e-01 9.9011678e-01 1.2382258e-01
 9.0022367e-01 5.3783557e-03 9.9893802e-01 5.6912422e-01 9.9188095e-01]","[9.9996471e-01 2.2176563e-04 9.9972039e-01 9.9741936e-01 6.1209780e-01
 9.9998546e-01 9.9863261e-01 3.5201796e-05 8.4274739e-01 5.2394872e-03
 9.9998772e-01 4.1508358e-03 9.9983358e-01 4.7958449e-02 1.5011314e-02
 9.0210128e-01 7.9594017e-08 9.9960357e-01 1.0958485e-03 6.6327745e-01
 2.1809463e-05 6.3781172e-01 9.9967277e-01 9.9999166e-01 9.7628194e-01
 2.5946736e-01 1.7132937e-03 9.9936038e-01 1.7836022e-01 9.4806218e-01]","[0.8659996  0.13040149 0.5804052  0.85432357 0.8262128  0.9280989
 0.41877067 0.54004246 0.60986334 0.7271386  0.80365664 0.7666209
 0.7829912  0.28048852 0.23974334 0.7070768  0.08848197 0.7889114
 0.6105446  0.29172954 0.2072     0.63674015 0.5238992  0.904954
 0.6667759  0.6614234  0.117105   0.9154214  0.6069087  0.93642455]","[9.5633227e-01 1.8390511e-03 7.4156702e-01 9.9361801e-01 9.4167197e-01
 9.9997413e-01 9.3501598e-01 5.4562283e-03 9.9599612e-01 3.7962485e-02
 9.9647188e-01 9.8540896e-01 9.9983799e-01 3.1757864e-01 4.7229033e-02
 8.6748046e-01 9.3198003e-04 9.6826339e-01 5.7312818e-03 3.2778890e-04
 3.1835265e-02 7.4249455e-03 3.0402151e-01 8.4969991e-01 4.6902660e-01
 5.9275591e-01 4.6456553e-02 9.9919683e-01 9.4180924e-01 9.7774351e-01]","[9.9957162e-01 5.1734317e-04 9.9545163e-01 9.9946839e-01 7.0132747e-02
 9.9997723e-01 9.9429047e-01 2.6365492e-02 9.8475039e-01 1.2629186e-01
 9.9824488e-01 4.9617592e-01 9.9769247e-01 1.5847583e-03 4.5154500e-01
 1.3453901e-01 3.0456046e-03 9.9936217e-01 3.8921571e-04 2.1909969e-02
 1.2956084e-02 9.9954057e-01 9.9908316e-01 9.9910825e-01 9.1770273e-01
 7.3503065e-01 5.1020342e-04 9.9927777e-01 1.5229669e-01 9.8542517e-01]"
10_lympho,9,"[4.79448400e-03 9.65775689e-04 2.48585008e-02 9.99986053e-01
 9.75740492e-01 9.91904080e-01 9.97910082e-01 2.38845765e-04
 2.27870107e-01 9.99907613e-01 9.50225830e-01 7.48656929e-01
 9.97969925e-01 7.99757428e-04 7.35223070e-02 9.99961853e-01
 3.14712450e-02 9.99981284e-01 2.05968827e-01 1.72391221e-01
 9.95663226e-01 1.11778095e-01 2.68207360e-02 5.33904970e-01
 1.11486275e-04 9.93096502e-04 9.97276485e-01 6.11091164e-05
 9.74862754e-01 4.80706740e-06]","[1.7424495e-03 3.3349826e-03 3.8835803e-01 9.9978989e-01 9.9633622e-01
 9.9843580e-01 9.9695587e-01 4.9476710e-04 3.7181291e-01 9.9991035e-01
 1.2148954e-01 4.0627661e-01 9.9989545e-01 1.6391187e-04 1.0351261e-02
 9.9995887e-01 5.5382824e-01 9.9999285e-01 6.4781940e-01 8.9904350e-01
 9.9782962e-01 4.4337711e-01 2.4041295e-01 9.7952855e-01 5.9027341e-04
 3.3062097e-05 9.9970323e-01 1.1157527e-03 9.7126728e-01 5.2734517e-04]","[0.5451984  0.59177357 0.6853552  0.8946795  0.7303437  0.52096987
 0.4570372  0.2013888  0.37216672 0.71169555 0.88722354 0.26168758
 0.6706694  0.11356075 0.51221997 0.9263755  0.24221548 0.8245364
 0.6516663  0.47486877 0.43127105 0.2140477  0.58063024 0.31261796
 0.6697461  0.07768586 0.7718831  0.10842236 0.38986802 0.27474383]","[3.7222564e-01 3.1232500e-02 3.5868073e-04 9.9977154e-01 6.5709639e-01
 9.5873970e-01 4.8106173e-01 1.4389779e-01 1.5798987e-01 8.7744772e-01
 3.8672346e-01 2.5223128e-02 9.9957520e-01 3.8537121e-04 5.2872960e-02
 9.7555602e-01 2.6806560e-01 9.9882776e-01 9.9167728e-01 9.1326970e-01
 7.1952438e-01 8.1784570e-01 6.6714860e-02 7.1969712e-01 6.4368896e-02
 2.6161500e-04 9.9957639e-01 1.5219969e-04 1.2365786e-01 5.2378132e-06]","[4.6091640e-04 2.9579559e-02 6.4731729e-01 9.9935240e-01 1.5989779e-01
 9.7230691e-01 8.0001336e-01 1.6664648e-02 7.9896712e-01 9.9991512e-01
 6.6006500e-03 4.1754851e-01 9.9722517e-01 1.7755341e-02 2.6248859e-02
 9.9986327e-01 1.8431018e-01 9.9987602e-01 6.5474671e-01 9.8361188e-01
 2.9201068e-02 3.6667547e-01 4.9664136e-02 2.3648624e-01 4.9725780e-04
 1.7139089e-05 9.9998307e-01 8.0044383e-01 9.2479783e-01 9.4374373e-05]"
10_lympho,10,"[2.0734782e-03 2.4769220e-03 2.7525509e-02 9.9979395e-01 9.9960417e-01
 1.0678402e-01 9.9989247e-01 9.9965954e-01 6.5671819e-01 9.7310930e-01
 3.6450536e-03 9.4449651e-01 9.1788983e-01 1.9482541e-04 9.9879277e-01
 9.9990475e-01 9.9292010e-01 9.5627809e-01 9.4810879e-01 3.6553093e-04
 9.6037340e-01 1.8157080e-01 2.5861315e-02 9.9951684e-01 8.1175920e-03
 9.8636198e-01 6.0022501e-03 6.7222053e-01 6.3327312e-01 1.6865395e-01]","[8.2551350e-04 4.1493261e-03 6.7540109e-01 9.9998224e-01 9.9962795e-01
 3.8496920e-01 9.8837566e-01 9.9976534e-01 7.1835302e-02 9.9987841e-01
 4.5438851e-03 6.2497091e-01 9.9714667e-01 4.2677009e-03 9.9914789e-01
 9.9998426e-01 9.8560822e-01 5.5431068e-01 9.8473537e-01 1.8840490e-04
 9.9630439e-01 2.8206088e-02 1.6622733e-02 9.9990070e-01 5.3288252e-03
 9.0563852e-01 2.3625024e-01 2.3558916e-01 7.8308249e-01 3.8137457e-01]","[0.51368064 0.22555964 0.43147624 0.5033197  0.7375385  0.70624745
 0.7817312  0.87869275 0.5639856  0.56761503 0.42233387 0.2840966
 0.71483296 0.37778035 0.8443481  0.7953339  0.56694335 0.76779187
 0.69048005 0.15551805 0.6042382  0.491939   0.59371644 0.7528412
 0.4586504  0.49804252 0.54796576 0.5742334  0.29122323 0.41661218]","[0.1130209  0.11274599 0.75365686 0.3846082  0.8280308  0.17619158
 0.99994004 0.92635936 0.17989054 0.9864899  0.00648041 0.67959666
 0.9263662  0.61108387 0.98572195 0.9997775  0.20692073 0.53623766
 0.75601447 0.03015945 0.9983713  0.00332459 0.9201363  0.99770916
 0.84492093 0.5238896  0.44077003 0.9357345  0.06606662 0.23734458]","[8.4711524e-04 4.6218674e-06 5.7644021e-02 7.5188768e-01 9.9978608e-01
 8.6894482e-02 9.9997866e-01 9.9987674e-01 6.7843187e-01 9.9979979e-01
 8.7096110e-02 7.1656322e-01 9.9857390e-01 6.4871070e-04 9.9995494e-01
 9.9994659e-01 9.5356399e-01 9.9037766e-01 9.8199892e-01 4.2485991e-07
 4.4518772e-01 2.0420498e-01 7.0933215e-02 9.9885488e-01 3.2831395e-01
 9.8411083e-01 3.7938672e-01 9.0228510e-01 7.4149764e-01 1.3837171e-01]"
